department,id,name,prerequisite,SBC,credits
MUS: Music,MUS 366, Viola,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 367, Cello,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 368, String Bass,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 369, Classical Guitar,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 370, Flute,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 371, Oboe,Prerequisites: Audition required,No fulfillments,4
MUS: Music,MUS 372, Clarinet,Prerequisites: Audition required,No fulfillments,4
MUS: Music,MUS 373, Bassoon,Prerequisites: Audition required,No fulfillments,4
MUS: Music,MUS 375, Horn,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 376, Trumpet,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 377, Trombone,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 378, Saxophone,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 380, Percussion,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 382, Voice,Prerequisites: Audition required,No fulfillments,4
MUS: Music,MUS 387, Other Instruments,Prerequisite: Audition required,No fulfillments,4
MUS: Music,MUS 388, Fundamentals of Accompanying,Prerequisite: MUS 161 or 361,No fulfillments,2
MUS: Music,MUS 390, Advanced Accompanying,Prerequisite: MUS 161 and MUS 388,No fulfillments,2
MUS: Music,MUS 391, Chamber Music,No prerequisite,No fulfillments,1
MUS: Music,MUS 421, Analysis of Tonal Music,Prerequisite: MUS 322,No fulfillments,3
MUS: Music,MUS 422, Analysis of Post-Tonal Music,Prerequisite: MUS 421,No fulfillments,3
MUS: Music,MUS 437, Electronic Music,Prerequisite: MUS 321; permission of instructor,,3
MUS: Music,MUS 439, Composition,Prerequisite: Permission of instructor and submission of portfolio to Director of Undergraduate Studies,No fulfillments,3
MUS: Music,MUS 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
MUS: Music,MUS 450, Seminar in the History of Music,"Prerequisite: one of the following courses: MUS 322, 323, 350, 351, 352",,3
MUS: Music,MUS 451, Senior Seminar in Ethnography of Music,Prerequisite: MUS 105 or MUS 109; U3 or U4 status,,3
MUS: Music,MUS 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
MUS: Music,MUS 459, Write Effectively in Music,Pre- or co-requisites: one of the following: MUS 351 or 352 or 450; one of the following: MUS 421 or 422,,0
MUS: Music,MUS 475, Undergraduate Teaching Practicum I,Prerequisite: U3 or U4 standing; music major; permission of instructor and department,,3
MUS: Music,MUS 476, Undergraduate Teaching Practicum II,Prerequisites: MUS 475; permission of instructor and department,,3
MUS: Music,MUS 487, Independent Project,Prerequisite: Permission of instructor; approval of department's undergraduate studies committee,No fulfillments,0
MUS: Music,MUS 488, Internship,Prerequisite: U3 or U4 standing; 15 credits in music department courses; permission of department,,0
MUS: Music,MUS 491, Conducting,Prerequisite: MUS 322; permission of instructor,No fulfillments,3
MUS: Music,MUS 495, Senior Honors Project in Music,Prerequisites: Permission of instructor and department,No fulfillments,3
OAE: Oral Academic English,OAE 190, Intermediate Oral Academic English,No prerequisite,No fulfillments,3
OAE: Oral Academic English,OAE 194, Advanced Oral Academic English,Prerequisite: permission of the department,No fulfillments,3
PER: Persian,PER 101, Intensive Elementary Persian,No prerequisite,,6
PER: Persian,PER 111, Elementary Persian I,No prerequisite,LANG,3
PER: Persian,PER 112, Elementary Persian II,Prerequisite: PER 111 or permission of instructor,,3
BCP: Pharmacology,BCP 111, American Drug Use and Abuse,No prerequisite,,3
BCP: Pharmacology,BCP 201, Introduction to Pharmacology,Prerequisite: BIO 202 and CHE 132,,3
BCP: Pharmacology,BCP 400, Writing in Pharmacology,Prerequisites: Pharmacology major; U3 or U4 standing; permission of instructor,,0
BCP: Pharmacology,BCP 401, Principles of Pharmacology,Prerequisites: BIO 362; CHE 322 and 327; a g.p.a. of 3.00 or higher in these courses and their prerequisites.,No fulfillments,4
BCP: Pharmacology,BCP 402, Advanced Pharmacology,Prerequisites: BCP 401 and 403; minimum of B- in BCP 401,No fulfillments,4
BCP: Pharmacology,BCP 403, Principles of Pharmacology Laboratory,Prerequisite: Permission of instructor,,2
BCP: Pharmacology,BCP 404, Advanced Pharmacology Laboratory,Prerequisites: BCP 401 and 403; permission of instructor,,2
BCP: Pharmacology,BCP 405, Pharmacology to Pharmacy,Prerequisite: U3 or U4 status or permission of the instructor,,3
BCP: Pharmacology,BCP 406, Pharmacology Colloquium,Prerequisites: BIO 202 and 203; CHE 322; a g.p.a. of 3.00 in these courses and their prerequisites,,2
BCP: Pharmacology,BCP 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
BCP: Pharmacology,BCP 475, Undergraduate Teaching Practicum in Pharmacology,Prerequisites: Pharmacology major; U4 standing; permission of department,,3
BCP: Pharmacology,BCP 480, Introduction to Research Topics in Pharmacology,Prerequisite: BCP 201 or BCP 401 or BIO 310 or BIO 361,,1
BCP: Pharmacology,BCP 487, Research in Pharmacology,Prerequisites: BIO 202 and 203; CHE 322 and 327; a g.p.a. of 3.00 in these courses and their prerequisites; permission of instructor and department,,0
BCP: Pharmacology,BCP 488, Internship,Prerequisites: BIO 361; CHE 322; g.p.a. of 3.00 or higher in these courses and their prerequisites; permission of department,,0
PHI: Philosophy,PHI 100, Concepts of the Person (II),No prerequisite,,3
PHI: Philosophy,PHI 101, Historical Introduction to Western Philosophy (I),No prerequisite,,3
PHI: Philosophy,PHI 102, Introduction to Philosophical Psychology,No prerequisite,,3
PHI: Philosophy,PHI 103, Philosophic Problems (II),No prerequisite,,3
PHI: Philosophy,PHI 104, Moral Reasoning (II),No prerequisite,,3
PHI: Philosophy,PHI 105, Politics and Society (II),No prerequisite,,3
PHI: Philosophy,PHI 108, Logical and Critical Reasoning (II),No prerequisite,,3
PHI: Philosophy,PHI 109, Philosophy and Literature in Social Context (III),No prerequisite,,3
PHI: Philosophy,PHI 110, Arts and Ideas (III),No prerequisite,,3
PHI: Philosophy,PHI 111, Introduction to Eastern Philosophy (I),No prerequisite,,3
PHI: Philosophy,PHI 112, Technology and Modern Life,No prerequisite,,3
PHI: Philosophy,PHI 113, Philosophical Engineering,No prerequisite,,3
PHI: Philosophy,PHI 116, Philosophy of America's Founding,No prerequisite,,3
PHI: Philosophy,PHI 200, Introduction to Ancient Philosophy (I),No prerequisite,,3
PHI: Philosophy,PHI 201, Demons to Think With,No prerequisite,,3
PHI: Philosophy,PHI 204, Ethics in Artificial Intelligence and Data,No prerequisite,,3
PHI: Philosophy,PHI 206, Introduction to Modern Philosophy (17th and 18th century) (I),No prerequisite,,3
PHI: Philosophy,PHI 220, Introduction to Symbolic Logic (II),Prerequisite: satisfaction of entry skill in mathematics requirement or level 2+ on the mathematics placement examination,,3
PHI: Philosophy,PHI 247, Existentialism (I),No prerequisite,,3
PHI: Philosophy,PHI 264, Philosophy and the Arts (III),No prerequisite,,3
PHI: Philosophy,PHI 268," Science, Technology, and Society",No prerequisite,,3
PHI: Philosophy,PHI 277, Political Philosophy (II),Prerequisite: one course in philosophy or permission of the department,,3
PHI: Philosophy,PHI 284, Introduction to Feminist Theory (III),No prerequisite,,3
PHI: Philosophy,PHI 300, Ancient Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 304, Medieval Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 306, Modern Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 308, 19th-Century Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 309, 20th-Century Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 310, American Philosophy (I),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 312, Phenomenology,Prerequisites: two courses in philosophy or permission of the department,,3
PHI: Philosophy,PHI 320, Metaphysics (II),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 325, Contemporary Philosophies of Language (II),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 330, Topics in Advanced Symbolic Logic (II),Prerequisite: PHI 220 or instructor permission,,3
PHI: Philosophy,PHI 332, Theories of Knowledge (II),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 335, Philosophy of Time (II),"Prerequisite: one course in philosophy and a second course in either philosophy or physics, or permission of the department",,3
PHI: Philosophy,PHI 336, Philosophy of Religion (II),Prerequisite: one course in philosophy or one course in religious studies; or permission of the department,,3
PHI: Philosophy,PHI 340, Philosophical Traditions of East Asia (I),Prerequisite: U3 or U4 standing,,3
PHI: Philosophy,PHI 344, Japanese Thought and Philosophy (I),Prerequisite: U3 or U4 standing,,3
PHI: Philosophy,PHI 347, Hermeneutics and Deconstruction (II),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 353, Philosophy of Mind (II),Prerequisite: two courses in philosophy or one in philosophy and one in psychology; or permission of the department,,3
PHI: Philosophy,PHI 362, Philosophy of Biology,Prerequisite: one D.E.C. E or SNW course,,3
PHI: Philosophy,PHI 363, Philosophy of the Social Sciences (III),Prerequisite: one course in philosophy and completion of one D.E.C. category F or SBS course; or permission of the department,,3
PHI: Philosophy,PHI 364, Philosophy of Technology (III),Prerequisite: one course in philosophy; one D.E.C. E or SNW course; or permission of the department,,3
PHI: Philosophy,PHI 365, Philosophy and Computers (III),Prerequisite: one PHI or CSE course,,3
PHI: Philosophy,PHI 366, Philosophy of the Environment (III),Prerequisite: PHI 104 or PHI 105,,3
PHI: Philosophy,PHI 367, Philosophy of War and Peace (III),Prerequisite: one PHI course or permission of the department,,3
PHI: Philosophy,PHI 368, Philosophy of Science (III),Prerequisite: one PHI course and one D.E.C. E or SNW course; or permission of the department,,3
PHI: Philosophy,PHI 369, Philosophy of Mathematics (III),Prerequisite: PHI 220 or permission of the instructor,,3
PHI: Philosophy,PHI 370, Philosophical Psychology (III),Prerequisite: one PHI course and PSY course; or permission of the department,,3
PHI: Philosophy,PHI 371, Literature and Justice (III),Prerequisite: one D.E.C. B or HUM course; U3 or U4 status,,3
PHI: Philosophy,PHI 372, Ethical Inquiry (II),Prerequisite: PHI 104 or two courses in Philosophy; or permission of the department,,3
PHI: Philosophy,PHI 373, Philosophy in Relation to Other Disciplines (III),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 374, Bioethics,Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 375, Philosophy of Law (III),Prerequisite: PHI 104 or PHI 105 or two courses in philosophy; or permission of the department,,3
PHI: Philosophy,PHI 376, Philosophy and Medicine (III),Prerequisite: two PHI courses or permission of the department,,3
PHI: Philosophy,PHI 377, Contemporary Political Philosophy (II),Prerequisite: PHI 105 or PHI 277; or two courses in philosophy; or one course in philosophy and one in political science; or permission of the department,,3
PHI: Philosophy,PHI 378, Philosophical Topics in Asian American History (III),Prerequisite: U3 or U4 standing,,3
PHI: Philosophy,PHI 379, Philosophy of Race (III),Prerequisite: one PHI course,,3
PHI: Philosophy,PHI 380, Literature and Philosophy (III),Prerequisite: one PHI course,,3
PHI: Philosophy,PHI 381, Aesthetics (II),Prerequisite: one PHI course and one course in D.E.C. D or ARTS; or permission of the department,,3
PHI: Philosophy,PHI 382, The Quantum Moment,Prerequisite: one Physics or Philosophy course and U3 or U4 standing,,3
PHI: Philosophy,PHI 384, Advanced Topics in Feminist Philosophy (III),Prerequisite: one PHI course or one WST course,,3
PHI: Philosophy,PHI 390," Topics in Philosophy (either I, II, or III)",Prerequisites: Two courses in philosophy,No fulfillments,1
PHI: Philosophy,PHI 395, Junior Seminar,Prerequisite: U3 or U4 standing; declared PHI major,,3
PHI: Philosophy,PHI 400, Advanced Seminar on Ancient Western Philosophy,Prerequisite: PHI 300 or PHI 395,No fulfillments,3
PHI: Philosophy,PHI 401, Individual Systems of the Great Philosophers (I),"Prerequisite: one of the following: PHI 300, 304, 306, 308, 309, 310, or 312",,3
PHI: Philosophy,PHI 402, Analysis of Philosophic Texts (I),"Prerequisite: one of the following: PHI 300, 304, 306, 308, 309, 310, or 312",,3
PHI: Philosophy,PHI 406, Advanced Seminar on Modern Western Philosophy,Prerequisite: PHI 306 or PHI 395,No fulfillments,3
PHI: Philosophy,PHI 420," Advanced Topics in Philosophy (either I, II, or III)",Prerequisite: U4 standing or five courses in philosophy,No fulfillments,3
PHI: Philosophy,PHI 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
PHI: Philosophy,PHI 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
PHI: Philosophy,PHI 459, Write Effectively in Philosophy,Prerequisite: WRT 102; permission of the instructor,,0
PHI: Philosophy,PHI 472, Topics in Asian Philosophy (I),No prerequisite,,3
PHI: Philosophy,PHI 473, Orientalism,No prerequisite,,3
PHI: Philosophy,PHI 475, Undergraduate Teaching Practicum I,Prerequisites: Prior preparation in subject field; need to have already taken the course for a letter grade with the faculty member; no more than one undergraduate teaching practicum course per semester; permission of instructor and director,,3
PHI: Philosophy,PHI 476, Undergraduate Teaching Practicum II,Prerequisites: PHI 475; prior preparation in subject field; need to have already taken the course for a letter grade with the faculty member; no more than one undergraduate teaching practicum course per semester; permission of instructor and director,,3
PHI: Philosophy,PHI 487, Readings and Research in Philosophy (II),Prerequisites: U4 standing in philosophy major; need to have already taken a regular course prior with the faculty member; no more than one independent study/directed readings in philosophy course per semester; permission of department,No fulfillments,0
PHI: Philosophy,PHI 489, Readings and Research in the History of Philosophy (I),Prerequisites: U4 standing in philosophy major; permission of department,No fulfillments,0
PHI: Philosophy,PHI 490, Readings and Research in Philosophical Investigations of Other Disciplines (III),Prerequisites: U4 standing in philosophy major; permission of department,No fulfillments,0
PHI: Philosophy,PHI 495, Philosophy Honors Thesis,Prerequisite: Permission of instructor,No fulfillments,3
PHY: Physics,PHY 112," Light, Color, and Vision",Prerequisite: Satisfaction of entry skill in mathematics requirement (Skill 1) or satisfactory completion of D.E.C. C or QPS,,3
PHY: Physics,PHY 113, Physics of Sports,Prerequisite: Satisfaction of entry skill in mathematics requirement (Skill 1) or satisfactory completion of D.E.C. C or QPS,,3
PHY: Physics,PHY 115, Physics of Sports Laboratory,Pre or Corequisite: PHY 113,No fulfillments,1
PHY: Physics,PHY 119, Physics for Environmental Studies,Prerequisites: MAT 123; CHE 131,,4
PHY: Physics,PHY 121, Physics for the Life Sciences I,Prerequisite: MAT 125 or MAT 131 or MAT 141 or AMS 151,,4
PHY: Physics,PHY 122, Physics for the Life Sciences II,Prerequisite: C or higher in PHY 121,,4
PHY: Physics,PHY 125, Classical Physics A,Prerequisite: MAT 123 or Level 4 on the mathematics placement examination,,3
PHY: Physics,PHY 126, Classical Physics B,Prerequisite: C or higher: PHY 125 or 131 or 141,,3
PHY: Physics,PHY 127, Classical Physics C,Prerequisite: C or higher: PHY 125 or 131 or 141,,3
PHY: Physics,PHY 131, Classical Physics I,Prerequisite: MAT 123 or level 5 on the mathematics placement examination,,3
PHY: Physics,PHY 132, Classical Physics II,Prerequisite: C or higher in PHY 131 or PHY 141,,3
PHY: Physics,PHY 133, Classical Physics Laboratory I,Pre- or corequisite: PHY 125 and PHY 126; or PHY 131 or PHY 141,No fulfillments,1
PHY: Physics,PHY 134, Classical Physics Laboratory II,Prerequisite: C or higher in PHY 133,No fulfillments,1
PHY: Physics,PHY 141, Classical Physics I,"Prereq: Level 6 on Math Placement, or B or higher in MAT 131 or 141 or AMS 151, or B+ or higher in MAT 125, or instructor permission (priority given to students in Honors or WISE programs)",,3
PHY: Physics,PHY 142, Classical Physics II,Prerequisite: C or higher in PHY 141 or permission of department,,3
PHY: Physics,PHY 153, Data Analysis for Physics and Astronomy with Python,Prerequisite: PHY 133 and a grade of C or better in MAT 125 or MAT 131 or MAT 141 or AMS 151 or MAT 171,,3
PHY: Physics,PHY 191, Transitional Study,Prerequisite: Permission of department,No fulfillments,1
PHY: Physics,PHY 192, Transitional Study,Prerequisite: Permission of department,No fulfillments,1
PHY: Physics,PHY 231, Physics for Future Presidents,Prerequisite: one D.E.C. E or SNW course and one D.E.C. F or SBS course,,3
PHY: Physics,PHY 237, World Climate and Atmosphere,No prerequisite,,3
PHY: Physics,PHY 251, Modern Physics,"Prerequisite: PHY 122/124, or PHY 126 and 127, or PHY 132 or PHY 142; and PHY 134; C or higher in MAT 126 or 132 or 142 or 171 or AMS 161",,3
PHY: Physics,PHY 252, Modern Physics Laboratory,Pre- or corequisite: PHY 251,No fulfillments,1
PHY: Physics,PHY 277, Computation for Physics and Astronomy,"Prerequisite: PHY 125, PHY 126, PHY 127 and PHY 133 &, PHY 134; or PHY 131/133, PHY 132/134; or PHY 141/133, PHY 142/134; AMS 151 or MAT 126 or MAT 131 or MAT 141",,3
PHY: Physics,PHY 287, Introduction to Research,Prerequisite: Permission of department,,0
PHY: Physics,PHY 291, Transitional Study,Prerequisite: Permission of department,No fulfillments,1
PHY: Physics,PHY 300, Waves and Optics,Prerequisite: PHY 132/PHY 134 or PHY 142/PHY 134 or PHY 126/PHY 127/PHY 134,,4
PHY: Physics,PHY 301, Electromagnetic Theory I,Prerequisite: PHY 251 and PHY 277 or permission of department; MAT 203 or MAT 205 or AMS 261 or MAT 307,No fulfillments,3
PHY: Physics,PHY 302, Electromagnetic Theory II,Prerequisite: PHY 301,No fulfillments,3
PHY: Physics,PHY 303, Mechanics,Prerequisite: PHY 251 and PHY 277 or permission of department; MAT 303 or MAT 305 or AMS 361 or MAT 308,No fulfillments,3
PHY: Physics,PHY 306," Thermodynamics, Kinetic Theory, and Statistical Mechanics","Prerequisites: PHY 251, 277, 300",No fulfillments,3
PHY: Physics,PHY 307, Physical and Mathematical Foundations of Quantum Mechanics,"Prerequisites: PHY 122/124, or PHY 126 and PHY 127 and PHY 134, or PHY 132 and PHY 134, or PHY 142 and PHY 134; MAT 132 or MAT 142 or MAT 127 or MAT 171 or AMS 161",No fulfillments,4
PHY: Physics,PHY 308, Quantum Physics,"Prerequisite: PHY 300, 301, and 303",No fulfillments,3
PHY: Physics,PHY 311, Connections in Science,Prerequisite: PHY 122/124 or PHY 126 and PHY 127 and PHY 134 or PHY 132/134 or PHY 142/134,No fulfillments,1
PHY: Physics,PHY 313, Mystery of Matter,"Prerequisite: U3 or U4 standing for non-physics majors; one D.E.C. E or SNW course. All Physics/Astronomy majors need permission of department to enroll, please consult the Director of UG Studies.",,3
PHY: Physics,PHY 335, Electronics and Instrumentation Laboratory,Prerequisite: PHY 251 and WRT 102,,3
PHY: Physics,PHY 382, The Quantum Moment,Prerequisite: one Physics or Philosophy course and U3 or U4 standing,,3
PHY: Physics,PHY 390, Special Topics in Physics,Prerequisite: Permission of department,No fulfillments,3
PHY: Physics,PHY 405, Advanced Quantum Physics,Prerequisite: PHY 303 and PHY 308; MAT 341,No fulfillments,3
PHY: Physics,PHY 408, Relativity,Prerequisite: PHY 303,No fulfillments,3
PHY: Physics,PHY 420, Introduction to Accelerator Science and Technology,"Prerequisite: PHY 277, PHY 300, PHY 301, PHY 302, and PHY 303",No fulfillments,3
PHY: Physics,PHY 431, Nuclear and Particle Physics,Prerequisite: PHY 308,No fulfillments,3
PHY: Physics,PHY 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
PHY: Physics,PHY 445, Senior Laboratory,"Prerequisite: PHY 308, PHY 335, and WRT 102",,3
PHY: Physics,PHY 447, Tutorial in Advanced Topics,Prerequisite: Permission of department,No fulfillments,1
PHY: Physics,PHY 451, Quantum Electronics,Pre- or corequisite: PHY 405,No fulfillments,3
PHY: Physics,PHY 452, Atomic Physics and Lasers,Prerequisites: PHY 300 and PHY 308,,3
PHY: Physics,PHY 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
PHY: Physics,PHY 459, Write Effectively in Physics,Prerequisite: WRT 102; permission of the instructor,,0
PHY: Physics,PHY 472, Solid-State Physics,Prerequisite: PHY 306 and 308,No fulfillments,3
PHY: Physics,PHY 475, Undergraduate Teaching Practicum,Prerequisite: Permission of department,,0
PHY: Physics,PHY 487, Research,Prerequisite: Permission of department,,0
POL: Political Science,POL 101, World Politics,No prerequisite,,3
POL: Political Science,POL 102, Introduction to American Government,No prerequisite,,3
POL: Political Science,POL 103, Introduction to Comparative Politics,No prerequisite,,3
POL: Political Science,POL 201, Introduction to Statistical Methods in Political Science,Prerequisite: Satisfaction of entry skill in mathematics requirement or SBC category QPS or MAT Placement Score of level 2 or higher,,3
POL: Political Science,POL 214, Modern Latin America,No prerequisite,,3
POL: Political Science,POL 216, History of U.S.-Latin American Relations,No prerequisite,,3
POL: Political Science,POL 270, Experiments in Political Science,Prerequisite: U1 or U2 standing,,3
POL: Political Science,POL 287, Introductory Research in Political Science,Prerequisite: Permission of departmental research coordinator,,0
POL: Political Science,POL 305, Government and Politics of the United Kingdom,Prerequisite: POL 103; U3 or U4 standing,,3
POL: Political Science,POL 307, Women in U.S.-Asian Relations,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 308, Women Islam and Political Change in Africa,Prerequisite: U3 or U4 status,,3
POL: Political Science,POL 309, Politics in the European Union,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 310, Immigration and Refugee Politics,Prerequisite: U3 or U4 standing or approval of professor,,3
POL: Political Science,POL 311, Introduction to International Law,Prerequisite: POL 101 and U3 or U4 standing,,3
POL: Political Science,POL 313, Problems of International Relations,Prerequisite: POL 101; U3 or U4 standing. Advisory Prerequisite: POL 201 or any other course satisfying the major's methodology requirement,,3
POL: Political Science,POL 317, American Election Campaigns,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 318, Voters and Elections,Prerequisite: U3 or U4 standing; Advisory Prerequisite: POL 102; POL 201 or any other course satisfying the major's methodology requirement,,3
POL: Political Science,POL 319, Business Law,Prerequisite: U3 or U4 standing,No fulfillments,3
POL: Political Science,POL 320, Constitutional Law and Politics,Prerequisites: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 322, The Presidency in the American Political System,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 323, U.S. Congress,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 324, American Political Parties and Pressure Groups,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 325, Civil Liberties and Civil Rights,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 327, Urban Politics,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 328, Criminal Law,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 330, Gender Issues in the Law,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 332, Politics of Criminal Due Process,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 333, Environmental Law,Prerequisites: ECO 108; POL 102,No fulfillments,3
POL: Political Science,POL 334, Modern Terrorism,Prerequisite: U3 or U4 status and POL 101 and POL 103,,3
POL: Political Science,POL 336, U.S. Foreign Policy,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 337, The Politics of Africa,Prerequisites: Two AFS or POL courses,,3
POL: Political Science,POL 338, Contemporary India,Prerequisites: One previous course in AAS or POL; U3 or U4 standing,,3
POL: Political Science,POL 339, Contemporary China,Prerequisites: AAS 219 or POL 101; U3 or U4 standing,,3
POL: Political Science,POL 340, America's Wars in Asia,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 344, American Political Ideology and Public Opinion,Prerequisites: POL 102; C or higher in POL 201 or any other course satisfying the major's methodology requirement; U3 or U4 standing,,3
POL: Political Science,POL 346, Political Psychology,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 347, Women and Politics,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 348, Political Beliefs and Judgments,Prerequisite: U3 or U4 standing; Advisory Prereq: POL 201 or any other course satisfying the major's methodology requirement,,3
POL: Political Science,POL 349, Social Psychology and Law,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 350, Contemporary European Political Theory,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 351, Social Surveys in Contemporary Society,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 352, Current Political Events,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 353, Contemporary Race Relations in American Politics,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 359, Public Policy Analysis,Prerequisite: POL 102; U3 or U4 standing,,3
POL: Political Science,POL 365, Economy and Democracy,Prerequisite: U3 or U4 standing; Advisory Prerequisite: POL 102; POL 201 or any other course satisfying the major's methodology requirement,,3
POL: Political Science,POL 366, Press & the Presidency,Prerequisite: U3 or U4 status,No fulfillments,3
POL: Political Science,POL 367, Mass Media in American Politics,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 368, Social Networks and Politics,Prerequisite: POL 102 and POL 201 (or equivalent); U3 or U4 standing,,3
POL: Political Science,POL 369, Introduction to Political Informatics,"Prerequisite: CSE 101, CSE 114, or IAE 101; AMS 102, AMS 110, AMS 310, or POL 201",,3
POL: Political Science,POL 371, Politics of Climate Change,"Prerequisite: U3 or U4 standing; POL 101, POL 102, POL 103, and POL 201 (or an equivalent statistics course such as AMS 102, BUS 215, SOC 202, ECO 320, PSY 201)",,3
POL: Political Science,POL 373, The Biology of Politics,No prerequisite,,3
POL: Political Science,POL 374, Global Issues in the United Nations,Prerequisite: SOC 105 or POL 101 or 103,,3
POL: Political Science,POL 375, The Political Animal,Prerequisite: U3 or U4 standing,,3
POL: Political Science,POL 380, Government and Politics of the Middle East,Prerequisite: POL 101 or 103; U3 or U4 standing,,3
POL: Political Science,POL 390, Topics in Political Science,Prerequisites: U3 or U4 standing; one POL course announced with topic,No fulfillments,3
POL: Political Science,POL 401, Seminar in Advanced Topics,Prerequisite: U3 or U4 status,No fulfillments,3
POL: Political Science,POL 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
POL: Political Science,POL 447, Directed Readings in Political Science,Prerequisites: Political science major with U3 or U4 standing; 15 credits in political science; permission of instructor and department,No fulfillments,1
POL: Political Science,POL 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
POL: Political Science,POL 459, Write Effectively in Political Science,Prerequisite: WRT 102; permission of the instructor,,0
POL: Political Science,POL 475, Undergraduate Teaching Practicum I,Prerequisites: Political science major; U4 standing; permission of instructor,,3
POL: Political Science,POL 476, Undergraduate Teaching Practicum II,Prerequisites: POL 475; permission of instructor and department,,3
POL: Political Science,POL 477, Qualitative & Mixed Methods,Prerequisite: U3 or U4 status,,3
POL: Political Science,POL 487, Directed Research,Prerequisites: Political science major; 15 credits in political science; permission of instructor and department; permission of departmental research coordinator may be substituted.,,0
POL: Political Science,POL 488, Internship,Prerequisites: Political science major or minor with 3.00 g.p.a.; 15 credits in political science; permission of instructor and department,,0
